run_id,family,display_name,hf_model_id,benchmark,condition,status,started_at,finished_at,returncode,log_path,output_files
qwen__gsm_plus__error_targeted_icl_random__20260521_025614,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm_plus,error_targeted_icl_random,success,2026-05-21T02:56:14,2026-05-21T03:53:12,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm_plus__error_targeted_icl_random__20260521_025614.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm_plus__error_targeted_icl_random__20260521_025614__gsm_plus__Qwen_Qwen2-5-7B-Instruct__gsm_plus__20260521_0258.json
qwen__gsm_plus__error_targeted_icl_correct_only__20260521_035316,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm_plus,error_targeted_icl_correct_only,success,2026-05-21T03:53:16,2026-05-21T04:47:50,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm_plus__error_targeted_icl_correct_only__20260521_035316.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm_plus__error_targeted_icl_correct_only__20260521_035316__gsm_plus__Qwen_Qwen2-5-7B-Instruct__gsm_plus__20260521_0355.json
qwen__gsm_plus__self_consistency__20260521_044754,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm_plus,self_consistency,success,2026-05-21T04:47:54,2026-05-21T10:49:16,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm_plus__self_consistency__20260521_044754.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm_plus__self_consistency__20260521_044754__gsm_plus__Qwen_Qwen2-5-7B-Instruct__gsm_plus__20260521_0449.json
qwen__gsm_ic__zero_shot_baseline__20260521_104917,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm_ic,zero_shot_baseline,success,2026-05-21T10:49:17,2026-05-21T11:09:23,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm_ic__zero_shot_baseline__20260521_104917.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm_ic__zero_shot_baseline__20260521_104917__gsm_ic__Qwen_Qwen2-5-7B-Instruct__gsm_ic__20260521_1050.json
qwen__gsm_ic__zero_shot__20260521_110924,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm_ic,zero_shot,success,2026-05-21T11:09:24,2026-05-21T12:02:33,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm_ic__zero_shot__20260521_110924.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm_ic__zero_shot__20260521_110924__gsm_ic__Qwen_Qwen2-5-7B-Instruct__gsm_ic__20260521_1110.json
qwen__gsm_ic__targeted_few_shot_answer_only__20260521_120234,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm_ic,targeted_few_shot_answer_only,success,2026-05-21T12:02:34,2026-05-21T12:48:49,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm_ic__targeted_few_shot_answer_only__20260521_120234.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm_ic__targeted_few_shot_answer_only__20260521_120234__gsm_ic__Qwen_Qwen2-5-7B-Instruct__gsm_ic__20260521_1203.json
qwen__gsm_ic__random_few_shot__20260521_124850,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm_ic,random_few_shot,success,2026-05-21T12:48:50,2026-05-21T13:34:48,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm_ic__random_few_shot__20260521_124850.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm_ic__random_few_shot__20260521_124850__gsm_ic__Qwen_Qwen2-5-7B-Instruct__gsm_ic__20260521_1250.json
qwen__gsm_ic__targeted_few_shot__20260521_133449,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm_ic,targeted_few_shot,success,2026-05-21T13:34:49,2026-05-21T14:26:39,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm_ic__targeted_few_shot__20260521_133449.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm_ic__targeted_few_shot__20260521_133449__gsm_ic__Qwen_Qwen2-5-7B-Instruct__gsm_ic__20260521_1336.json
qwen__gsm_ic__targeted_few_shot_k5__20260521_142640,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm_ic,targeted_few_shot_k5,success,2026-05-21T14:26:40,2026-05-21T15:17:24,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm_ic__targeted_few_shot_k5__20260521_142640.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm_ic__targeted_few_shot_k5__20260521_142640__gsm_ic__Qwen_Qwen2-5-7B-Instruct__gsm_ic__20260521_1427.json
qwen__gsm_ic__error_targeted_icl__20260521_151725,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm_ic,error_targeted_icl,success,2026-05-21T15:17:25,2026-05-21T16:04:22,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm_ic__error_targeted_icl__20260521_151725.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm_ic__error_targeted_icl__20260521_151725__gsm_ic__Qwen_Qwen2-5-7B-Instruct__gsm_ic__20260521_1518.json
qwen__gsm_ic__error_targeted_icl_random__20260521_160422,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm_ic,error_targeted_icl_random,success,2026-05-21T16:04:22,2026-05-21T16:50:40,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm_ic__error_targeted_icl_random__20260521_160422.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm_ic__error_targeted_icl_random__20260521_160422__gsm_ic__Qwen_Qwen2-5-7B-Instruct__gsm_ic__20260521_1605.json
qwen__gsm_ic__error_targeted_icl_correct_only__20260521_165041,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm_ic,error_targeted_icl_correct_only,success,2026-05-21T16:50:41,2026-05-21T18:19:07,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm_ic__error_targeted_icl_correct_only__20260521_165041.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm_ic__error_targeted_icl_correct_only__20260521_165041__gsm_ic__Qwen_Qwen2-5-7B-Instruct__gsm_ic__20260521_1651.json
qwen__gsm_ic__self_consistency__20260521_181907,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,gsm_ic,self_consistency,success,2026-05-21T18:19:07,2026-05-21T23:11:13,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__gsm_ic__self_consistency__20260521_181907.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__gsm_ic__self_consistency__20260521_181907__gsm_ic__Qwen_Qwen2-5-7B-Instruct__gsm_ic__20260521_1819.json
qwen__bigbench_hard__zero_shot_baseline__20260521_231113,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard,zero_shot_baseline,success,2026-05-21T23:11:13,2026-05-22T00:23:04,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard__zero_shot_baseline__20260521_231113.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard__zero_shot_baseline__20260521_231113__bigbench_hard__Qwen_Qwen2-5-7B-Instruct__bigbench_hard__20260521_2311.json
qwen__bigbench_hard__zero_shot__20260522_002304,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard,zero_shot,success,2026-05-22T00:23:04,2026-05-22T01:57:41,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard__zero_shot__20260522_002304.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard__zero_shot__20260522_002304__bigbench_hard__Qwen_Qwen2-5-7B-Instruct__bigbench_hard__20260522_0023.json
qwen__bigbench_hard__targeted_few_shot_answer_only__20260522_015741,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard,targeted_few_shot_answer_only,success,2026-05-22T01:57:41,2026-05-22T03:08:02,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard__targeted_few_shot_answer_only__20260522_015741.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard__targeted_few_shot_answer_only__20260522_015741__bigbench_hard__Qwen_Qwen2-5-7B-Instruct__bigbench_hard__20260522_0158.json
qwen__bigbench_hard__random_few_shot__20260522_030802,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard,random_few_shot,success,2026-05-22T03:08:02,2026-05-22T04:30:04,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard__random_few_shot__20260522_030802.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard__random_few_shot__20260522_030802__bigbench_hard__Qwen_Qwen2-5-7B-Instruct__bigbench_hard__20260522_0308.json
qwen__bigbench_hard__targeted_few_shot__20260522_043004,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard,targeted_few_shot,success,2026-05-22T04:30:04,2026-05-22T07:33:48,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard__targeted_few_shot__20260522_043004.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard__targeted_few_shot__20260522_043004__bigbench_hard__Qwen_Qwen2-5-7B-Instruct__bigbench_hard__20260522_0430.json
qwen__bigbench_hard__targeted_few_shot_k5__20260522_073349,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard,targeted_few_shot_k5,success,2026-05-22T07:33:49,2026-05-22T08:52:55,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard__targeted_few_shot_k5__20260522_073349.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard__targeted_few_shot_k5__20260522_073349__bigbench_hard__Qwen_Qwen2-5-7B-Instruct__bigbench_hard__20260522_0734.json
qwen__bigbench_hard__error_targeted_icl__20260522_085255,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard,error_targeted_icl,success,2026-05-22T08:52:55,2026-05-22T09:58:24,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard__error_targeted_icl__20260522_085255.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard__error_targeted_icl__20260522_085255__bigbench_hard__Qwen_Qwen2-5-7B-Instruct__bigbench_hard__20260522_0853.json
qwen__bigbench_hard__error_targeted_icl_random__20260522_095824,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard,error_targeted_icl_random,success,2026-05-22T09:58:24,2026-05-22T11:06:06,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard__error_targeted_icl_random__20260522_095824.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard__error_targeted_icl_random__20260522_095824__bigbench_hard__Qwen_Qwen2-5-7B-Instruct__bigbench_hard__20260522_0958.json
qwen__bigbench_hard__error_targeted_icl_correct_only__20260522_110606,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard,error_targeted_icl_correct_only,success,2026-05-22T11:06:06,2026-05-22T12:09:06,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard__error_targeted_icl_correct_only__20260522_110606.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard__error_targeted_icl_correct_only__20260522_110606__bigbench_hard__Qwen_Qwen2-5-7B-Instruct__bigbench_hard__20260522_1106.json
qwen__bigbench_hard__self_consistency__20260522_120906,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard,self_consistency,success,2026-05-22T12:09:06,2026-05-22T18:48:13,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard__self_consistency__20260522_120906.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard__self_consistency__20260522_120906__bigbench_hard__Qwen_Qwen2-5-7B-Instruct__bigbench_hard__20260522_1209.json
qwen__bigbench_hard_tracking__zero_shot_baseline__20260522_184813,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard_tracking,zero_shot_baseline,success,2026-05-22T18:48:13,2026-05-22T19:55:31,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard_tracking__zero_shot_baseline__20260522_184813.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard_tracking__zero_shot_baseline__20260522_184813__bigbench_hard_tracking__Qwen_Qwen2-5-7B-Instruct__bigbench_hard_tracking__20260522_1848.json
qwen__bigbench_hard_tracking__zero_shot__20260522_195531,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard_tracking,zero_shot,success,2026-05-22T19:55:31,2026-05-22T21:15:04,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard_tracking__zero_shot__20260522_195531.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard_tracking__zero_shot__20260522_195531__bigbench_hard_tracking__Qwen_Qwen2-5-7B-Instruct__bigbench_hard_tracking__20260522_1955.json
qwen__bigbench_hard_tracking__targeted_few_shot_answer_only__20260522_211504,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard_tracking,targeted_few_shot_answer_only,success,2026-05-22T21:15:04,2026-05-22T22:24:14,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard_tracking__targeted_few_shot_answer_only__20260522_211504.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard_tracking__targeted_few_shot_answer_only__20260522_211504__bigbench_hard_tracking__Qwen_Qwen2-5-7B-Instruct__bigbench_hard_tracking__20260522_2115.json
qwen__bigbench_hard_tracking__random_few_shot__20260522_222414,qwen,Qwen/Qwen2.5-7B-Instruct,Qwen/Qwen2.5-7B-Instruct,bigbench_hard_tracking,random_few_shot,success,2026-05-22T22:24:14,2026-05-22T23:28:11,0,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/logs/qwen__bigbench_hard_tracking__random_few_shot__20260522_222414.log,/content/drive/MyDrive/COMP6242/Project/llm-failure/llm-failure-7b-results/raw/qwen__bigbench_hard_tracking__random_few_shot__20260522_222414__bigbench_hard_tracking__Qwen_Qwen2-5-7B-Instruct__bigbench_hard_tracking__20260522_2224.json
